N was 6
M was 7
498, arrived 20, Rejected 0, In line 20, at 17:18:0
499, arrived 25, Rejected 0, In line 25, at 17:19:0
500, arrived 30, Rejected 0, In line 30, at 17:20:0
501, arrived 27, Rejected 0, In line 27, at 17:21:0
502, arrived 32, Rejected 0, In line 32, at 17:22:0
503, arrived 21, Rejected 0, In line 21, at 17:23:0
504, arrived 24, Rejected 0, In line 24, at 17:24:0
505, arrived 28, Rejected 0, In line 28, at 17:25:0
506, arrived 31, Rejected 0, In line 31, at 17:26:0
507, arrived 25, Rejected 0, In line 25, at 17:27:0
508, arrived 28, Rejected 0, In line 28, at 17:28:0
509, arrived 33, Rejected 0, In line 33, at 17:29:0
510, arrived 21, Rejected 0, In line 21, at 17:30:0
511, arrived 32, Rejected 0, In line 32, at 17:31:0
512, arrived 25, Rejected 0, In line 25, at 17:32:0
513, arrived 33, Rejected 0, In line 33, at 17:33:0
514, arrived 25, Rejected 0, In line 25, at 17:34:0
515, arrived 25, Rejected 0, In line 25, at 17:35:0
516, arrived 33, Rejected 0, In line 33, at 17:36:0
517, arrived 29, Rejected 0, In line 29, at 17:37:0
518, arrived 29, Rejected 0, In line 29, at 17:38:0
519, arrived 26, Rejected 0, In line 26, at 17:39:0
520, arrived 27, Rejected 0, In line 27, at 17:40:0
521, arrived 39, Rejected 0, In line 39, at 17:41:0
522, arrived 33, Rejected 0, In line 33, at 17:42:0
523, arrived 23, Rejected 0, In line 23, at 17:43:0
524, arrived 31, Rejected 0, In line 31, at 17:44:0
525, arrived 26, Rejected 0, In line 26, at 17:45:0
526, arrived 27, Rejected 0, In line 27, at 17:46:0
527, arrived 28, Rejected 0, In line 28, at 17:47:0
528, arrived 29, Rejected 0, In line 29, at 17:48:0
529, arrived 29, Rejected 0, In line 29, at 17:49:0
530, arrived 22, Rejected 0, In line 22, at 17:50:0
531, arrived 26, Rejected 0, In line 26, at 17:51:0
532, arrived 24, Rejected 0, In line 24, at 17:52:0
533, arrived 20, Rejected 0, In line 20, at 17:53:0
534, arrived 29, Rejected 0, In line 29, at 17:54:0
535, arrived 31, Rejected 0, In line 31, at 17:55:0
536, arrived 31, Rejected 0, In line 31, at 17:56:0
537, arrived 27, Rejected 0, In line 27, at 17:57:0
538, arrived 24, Rejected 0, In line 24, at 17:58:0
539, arrived 26, Rejected 0, In line 26, at 17:59:0
540, arrived 26, Rejected 0, In line 26, at 18:0:0
541, arrived 27, Rejected 0, In line 27, at 18:1:0
542, arrived 25, Rejected 0, In line 25, at 18:2:0
543, arrived 20, Rejected 0, In line 20, at 18:3:0
544, arrived 26, Rejected 0, In line 26, at 18:4:0
545, arrived 16, Rejected 0, In line 16, at 18:5:0
546, arrived 28, Rejected 0, In line 28, at 18:6:0
547, arrived 25, Rejected 0, In line 25, at 18:7:0
548, arrived 30, Rejected 0, In line 30, at 18:8:0
549, arrived 25, Rejected 0, In line 25, at 18:9:0
550, arrived 19, Rejected 0, In line 19, at 18:10:0
551, arrived 25, Rejected 0, In line 25, at 18:11:0
552, arrived 25, Rejected 0, In line 25, at 18:12:0
553, arrived 17, Rejected 0, In line 17, at 18:13:0
554, arrived 29, Rejected 0, In line 29, at 18:14:0
555, arrived 23, Rejected 0, In line 23, at 18:15:0
556, arrived 27, Rejected 0, In line 27, at 18:16:0
557, arrived 24, Rejected 0, In line 24, at 18:17:0
558, arrived 20, Rejected 0, In line 20, at 18:18:0
559, arrived 24, Rejected 0, In line 24, at 18:19:0
560, arrived 21, Rejected 0, In line 21, at 18:20:0
561, arrived 24, Rejected 0, In line 24, at 18:21:0
562, arrived 15, Rejected 0, In line 15, at 18:22:0
563, arrived 28, Rejected 0, In line 28, at 18:23:0
564, arrived 26, Rejected 0, In line 26, at 18:24:0
565, arrived 29, Rejected 0, In line 29, at 18:25:0
566, arrived 26, Rejected 0, In line 26, at 18:26:0
567, arrived 24, Rejected 0, In line 24, at 18:27:0
568, arrived 25, Rejected 0, In line 25, at 18:28:0
569, arrived 39, Rejected 0, In line 39, at 18:29:0
570, arrived 17, Rejected 0, In line 17, at 18:30:0
571, arrived 18, Rejected 0, In line 18, at 18:31:0
572, arrived 27, Rejected 0, In line 27, at 18:32:0
573, arrived 26, Rejected 0, In line 26, at 18:33:0
574, arrived 21, Rejected 0, In line 21, at 18:34:0
575, arrived 21, Rejected 0, In line 21, at 18:35:0
576, arrived 27, Rejected 0, In line 27, at 18:36:0
577, arrived 32, Rejected 0, In line 32, at 18:37:0
578, arrived 28, Rejected 0, In line 28, at 18:38:0
579, arrived 24, Rejected 0, In line 24, at 18:39:0
580, arrived 24, Rejected 0, In line 24, at 18:40:0
581, arrived 30, Rejected 0, In line 30, at 18:41:0
582, arrived 34, Rejected 0, In line 34, at 18:42:0
583, arrived 33, Rejected 0, In line 33, at 18:43:0
584, arrived 31, Rejected 0, In line 31, at 18:44:0
585, arrived 29, Rejected 0, In line 29, at 18:45:0
586, arrived 23, Rejected 0, In line 23, at 18:46:0
587, arrived 25, Rejected 0, In line 25, at 18:47:0
588, arrived 21, Rejected 0, In line 21, at 18:48:0
589, arrived 25, Rejected 0, In line 25, at 18:49:0
590, arrived 33, Rejected 0, In line 33, at 18:50:0
591, arrived 24, Rejected 0, In line 24, at 18:51:0
592, arrived 31, Rejected 0, In line 31, at 18:52:0
593, arrived 35, Rejected 0, In line 35, at 18:53:0
594, arrived 20, Rejected 0, In line 20, at 18:54:0
595, arrived 24, Rejected 0, In line 24, at 18:55:0
596, arrived 29, Rejected 0, In line 29, at 18:56:0
597, arrived 29, Rejected 0, In line 29, at 18:57:0
598, arrived 32, Rejected 0, In line 32, at 18:58:0
599, arrived 22, Rejected 0, In line 22, at 18:59:0
Total attendance: 19404
Total people that went on ride: 19404
Total people rejected: 0
Average waiting time: 4 Minutes
Longest line was 667 people at 13:59:0
